corp_name,corp_code,stock_code
엔에이치스팩31호,01834194,481890
가이아코퍼레이션,01229240,296520
대신밸런스제13호기업인수목적,01675014,438220
대신밸런스제19호스팩,01845534,482690
위츠,01445440,459100
유디엠텍,01498576,389680
대원,00111838,007680
풀무원,00155355,017810
락앤락,00561866,115390
오리엔트정공,00300405,065500
한일현대시멘트,00164672,006390
비엘팜텍,00384717,065170
진양화학,00347734,051630
진양산업,00150439,003780
다우데이타,00238782,032190
서울보증보험,00112998,031210
한일네트웍스,00277736,046110
와이오엠,00370200,066430
화인베스틸,00661847,133820
인선이엔티,00375931,060150
넷마블,00904672,251270
두산로보틱스,01105153,454910
넥스턴바이오,00416414,089140
한국투자패러랠유전해외자원개발특별자산투자회사1호(지분증권),00960641,168490
제우스,00442570,079370
제이앤티씨,00447575,204270
아이엠지티,01579020,456570
상신이디피,00480783,091580
컴투스홀딩스,00535746,063080
비투엔,01326792,307870
엑시큐어하이트론,00156150,019490
아스테라시스,01590528,450950
데이원컴퍼니,01455492,373160
이엠앤아이,00475718,083470
프롬바이오,01217865,377220
덴티움,00526599,145720
윤성에프앤씨,00925374,372170
케일럼,00961507,258610
신영해피투모로우제7호기업인수목적,01612608,419270
아이빔테크놀로지,01678312,460470
한일시멘트,01319808,300720
키움제11호스팩,01873272,489480
아이티센코어,00565215,243870
미트박스,01374717,475460
유안타제17호스팩,01872219,493790
태웅,00186799,044490
미투온,00965813,201490
탑선,00874937,180060
케이만금세기차륜집단유한공사,01168143,900280
AK홀딩스,00125080,006840
아주스틸,00486705,139990
블루콤,00238001,033560
아이언디바이스,01706794,464500
엔에이치기업인수목적23호,01619513,422040
싸이토젠,01046391,217330
킵스파마,01037214,256940
포톤,01047707,208710
PKC,00122472,001340
엔케이,00172228,085310
지에이이노더스,00321204,076340
화인써키트,00527002,127980
라피치,01466832,403360
엑셀세라퓨틱스,01492217,373110
신일전자,00173698,002700
자이글,01020524,234920
